text;tag
Hindari makanan dan minuman yang memicu asam lambung seperti alkohol, kopi, cokelat, tomat, makanan berlemak atau pedas.;tindakan
Hindari pakaian ketat terutama di sekitar perut.;tindakan
Meninggikan ujung kepala saat tidur sekitar 20 cm dengan menempatkan irisan atau blok di bawah bantal akan membantu untuk mengurangi gejala GERD.;tindakan
Meninggikan ujung kepala saat tidur sekitar 20 cm dengan menempatkan irisan atau blok di bawah bantal akan membantu untuk mengurangi gejala GERD.;kapan
Hindari penggunaan obat-obat yang dapat meningkatkan risiko GERD, seperti:nitratanti-kolinergik, antidepresan tricyclic, NSAID (Ibuprofen, asam mefenamat, dsb), kalium garam dan bifosfonat seperti alendronate;tindakan
Hindari penggunaan obat-obat yang dapat meningkatkan risiko GERD, seperti:nitratanti-kolinergik, antidepresan tricyclic, NSAID (Ibuprofen, asam mefenamat, dsb), kalium garam dan bifosfonat seperti alendronate;objek
Terapi GERD adalah dengan obat yang dapat menetralkan asam lambung atau dengan mengurangi produksi asam, seperti Antasid, Alginates (alternatif untuk Antasid), PPIs (omeprazole, lansoprazole) dan pada kasus yang berat dapat memerlukan tindakan operasi.;tindakan
Terapi GERD adalah dengan obat yang dapat menetralkan asam lambung atau dengan mengurangi produksi asam, seperti Antasid, Alginates (alternatif untuk Antasid), PPIs (omeprazole, lansoprazole) dan pada kasus yang berat dapat memerlukan tindakan operasi.;outcome
Jika ada keluhan yang memburuk dan memerlukan perawatan, kami menganjurkan Anda untuk mengunjungi dokter spesialis penyakit dalam untuk evaluasi menyeluruh.;prakondisi
Jika ada keluhan yang memburuk dan memerlukan perawatan, kami menganjurkan Anda untuk mengunjungi dokter spesialis penyakit dalam untuk evaluasi menyeluruh.;tindakan
Demikian yang dapat kami sampaikan, semoga bermanfaat.;penutup
Dok Saya Sering Mengalami Pusing Pusing,Mual,Perut Sering Kembung Dan Sakit Melilit Itu Kira Kira Kenapa Ya Dok;pasien
Dok Saya Sering Mengalami Pusing Pusing,Mual,Perut Sering Kembung Dan Sakit Melilit Itu Kira Kira Kenapa Ya Dok;gejala
Dok Saya Sering Mengalami Pusing Pusing,Mual,Perut Sering Kembung Dan Sakit Melilit Itu Kira Kira Kenapa Ya Dok;pertanyaan
Terima kasih telah bertanya seputar gejala maag melalui Tanya Dokter.;pembuka
Dari gejala yang Anda informasikan, salah satu penyakit yang mungkin menjadi penyebab adalah gangguan asam lambung seperti maag. ;penyakit
Penyakit maag adalah ganguan pada lambung dimana terjadi peningkatan asam lambung. ;penyakit
Penyakit maag adalah ganguan pada lambung dimana terjadi peningkatan asam lambung. ;penyebab
Maag itu sebenarnya dapat disebabkan oleh banyak hal seperti infeksi kuman H.Pylori, stres, sering telat makan dsb. ;penyakit
Maag itu sebenarnya dapat disebabkan oleh banyak hal seperti infeksi kuman H.Pylori, stres, sering telat makan dsb. ;penyebab
Nah penyebab-penyebab itu dapat menyebabkan ulkus (luka pada lambung) yang dapat menyebabkan gangguan pada dinding lambung yang lama.;outcome
Maag umumnya menyebabkan keluhan nyeri perut ulu hati, sensasi sesak nafas, mudah mual muntah.;penyakit
Maag umumnya menyebabkan keluhan nyeri perut ulu hati, sensasi sesak nafas, mudah mual muntah.;gejala
Hindari makanan pedas, terlalu asam dan yang mengandung gas (kol, sawi, minuman bersoda);tindakan
Hindari dahulu konsumsi kopi atau teh.;tindakan
Makan sedikit-sedikit namun sering (porsi kecil dan sering) bisa hingga 5x dalam sehari;tindakan
Jangan terlambat makan (bawa bekal bila memang sulit untuk makan saat kerja);tindakan
Usahakan dalam diet makanan yang sehat, banyak sayur dan buah, serta karbohidrat, lemak yang sehat (hindari makanan siap saji dan daging olahan seperti sosis, chicken nugget, hot dog);tindakan
Coba hindari stres, coba alihkan ke kegiatan lain bila stres memang sangat menggangu.;tindakan
Awalnya, Anda dapat mengonsumsi obat anti asam lambung yang berisikan antasid untuk meredakan gejala. ;tindakan
Antasid merupakan obat untuk menurunkan asam lambung yang bekerja dengan cepat. Antasid biasanya digunakan sebagai terapi akut (saat gejala sedang muncul). Untuk terapi pemeliharaan dapat diberikan obat golongan PPIs seperti omeprazole atau lansoprazole.;tindakan
Antasid merupakan obat untuk menurunkan asam lambung yang bekerja dengan cepat. Antasid biasanya digunakan sebagai terapi akut (saat gejala sedang muncul). Untuk terapi pemeliharaan dapat diberikan obat golongan PPIs seperti omeprazole atau lansoprazole.;objek
Demikian informasi ini kami sampaikan, semoga bermanfaat.;penutup
